Title,Rating,Genres,Tags,Url
The Last House on the Left (1972) ,6.0,"Crime, Horror, Thriller            ","['sadistic murderer', 'female victim', 'escaped criminal', 'sadistic violence', 'grindhouse film']",https://www.imdb.com//title/tt0068833/
The Devil's Rejects (2005) ,6.8,Horror            ,"['motel', 'revenge', 'carjacking', 'brothel', 'police brutality']",https://www.imdb.com//title/tt0395584/
Hostel (2005) ,5.9,Horror            ,"['torture', 'travel', 'tied to a chair', 'close up of toes', 'whistling']",https://www.imdb.com//title/tt0450278/
Carrie (2013) ,5.9,"Drama, Horror            ","['telekinesis', 'self injury', 'prom', 'outcast', 'tragic event']",https://www.imdb.com//title/tt1939659/
House at the End of the Street (2012) ,5.6,"Drama, Horror, Thriller            ","['dead body in a car trunk', 'female captive', 'scantily clad female', 'slut', 'nipples visible through clothing']",https://www.imdb.com//title/tt1582507/
1BR (2019) ,5.7,"Drama, Horror, Thriller            ","['los angeles', 'community', 'apartment building', 'new tenant', 'young woman']",https://www.imdb.com//title/tt7541106/
Srpski film (2010) ,5.1,"Horror, Mystery, Thriller            ","['incest rape', 'graphic violence', 'rape of a minor', 'depravity', 'controversy']",https://www.imdb.com//title/tt1273235/
Countdown (III) (2019) ,5.4,"Horror, Thriller            ","['app', 'bar', 'demon', 'interracial romance', 'priest']",https://www.imdb.com//title/tt10039344/
The Killing of a Sacred Deer (2017) ,7.0,"Drama, Horror, Mystery            ","['wife cheats on husband', 'inviting sexual advances', 'wanted sexual advances', 'revenge', 'absurdism']",https://www.imdb.com//title/tt5715874/
Goosebumps 2: Haunted Halloween (2018) ,5.6,"Adventure, Comedy, Family            ","['halloween', 'sequel', 'mother', 'science project', 'abandoned house']",https://www.imdb.com//title/tt5664636/
Freddy vs. Jason (2003) ,5.7,"Action, Horror            ","['freddy krueger character', 'jason voorhees character', 'mrs pamela voorhees character', 'freddy krueger', 'jason voorhees']",https://www.imdb.com//title/tt0329101/
Halloween II (1981) ,6.5,Horror            ,"['hospital', 'nurse outfit', 'serial killer', 'graphic violence', 'paramedic']",https://www.imdb.com//title/tt0082495/
Under the Skin (I) (2013) ,6.3,"Drama, Horror, Sci-Fi            ","['female nudity', 'alien', 'desire', 'human prey', 'scotland']",https://www.imdb.com//title/tt1441395/
Relic (2020) ,5.9,"Drama, Horror, Mystery            ","['dementia', 'horror directed by woman', 'mother', 'granddaughter', 'senior citizen']",https://www.imdb.com//title/tt9072352/
Constantine (2005) ,7.0,"Action, Fantasy, Horror            ","['hell', 'demon', 'twin sister', 'based on comic book', 'suicide']",https://www.imdb.com//title/tt0360486/
I Spit on Your Grave (2010) ,6.3,"Horror, Thriller            ","['rape', 'anal sex', 'revenge', 'female nudity', 'rape victim']",https://www.imdb.com//title/tt1242432/
The Texas Chainsaw Massacre (2003) ,6.2,Horror            ,"['scantily clad female', 'leatherface character', 'cleavage', 'upskirt', 'panties']",https://www.imdb.com//title/tt0324216/
The Haunting (1963) ,7.5,Horror            ,"['haunted house', 'gothic horror', 'supernatural horror', 'parapsychology', 'mansion']",https://www.imdb.com//title/tt0057129/
Friday the 13th: The Final Chapter (1984) ,6.0,"Horror, Thriller            ","['slasher', 'friday the thirteenth', 'deeply disturbed person', 'jason voorhees character', 'mrs pamela voorhees character']",https://www.imdb.com//title/tt0087298/
Child's Play (2019) ,5.8,"Horror, Sci-Fi            ","['tied feet', 'creepy doll', 'chucky character', 'killer doll', 'horror icon']",https://www.imdb.com//title/tt8663516/
The House That Jack Built (2018) ,6.8,"Crime, Drama, Horror            ","['serial killer', 'severed breast', 'psychopath', 'animal mutilation', 'psychopathic murderer']",https://www.imdb.com//title/tt4003440/
Spiral (I) (2019) ,5.8,"Horror, Mystery, Thriller            ","['same sex couple', 'gay kiss', 'gay', 'lgbt horror', 'small town']",https://www.imdb.com//title/tt9247314/
Becky (II) (2020) ,5.8,"Action, Drama, Horror            ","['female protagonist', 'murder', 'teenager kills adult', 'home invasion', 'key']",https://www.imdb.com//title/tt10314450/
Scream 3 (2000) ,5.6,"Horror, Mystery            ","['silent bob character', 'jay character', 'tape over mouth', 'horror icon', 'reference to princess leia']",https://www.imdb.com//title/tt0134084/
Night of the Living Dead (1968) ,7.9,"Horror, Thriller            ","['zombie', 'basement', 'cemetery', 'running out of gas', 'night of the living dead']",https://www.imdb.com//title/tt0063350/
The Conjuring: The Devil Made Me Do It (2021) ,None,"Horror, Mystery, Thriller            ","['the conjuring universe', 'third part', 'shared universe', 'demon', 'sequel']",https://www.imdb.com//title/tt7069210/
Haunt (I) (2019) ,6.3,"Horror, Thriller            ","['halloween', 'haunted house attraction', 'psychotronic film', 'slasher flick', 'slasher']",https://www.imdb.com//title/tt6535880/
Little Shop of Horrors (1986) ,7.0,"Comedy, Horror, Musical            ","['plant', 'florist', 'shop', 'eclipse', 'dentist']",https://www.imdb.com//title/tt0091419/
Apostle (2018) ,6.3,"Drama, Fantasy, Horror            ","['religion', 'false prophet', 'kidnapped sister', 'poisoned harvest', 'church']",https://www.imdb.com//title/tt6217306/
The Babadook (2014) ,6.8,"Drama, Horror            ","['book', 'single mother', 'mother son relationship', 'monster', 'fear']",https://www.imdb.com//title/tt2321549/
Goosebumps (2015) ,6.3,"Adventure, Comedy, Family            ","['monster', 'ferris wheel', 'abandoned amusement park', 'ventriloquist dummy', 'prom']",https://www.imdb.com//title/tt1051904/
Children of the Corn (1984) ,5.7,"Horror, Thriller            ","['corn', 'pagan ritual', 'cult', 'boy', 'desolation']",https://www.imdb.com//title/tt0087050/
The Cell (2000) ,6.3,"Horror, Sci-Fi, Thriller            ","['race against time', 'coma', 'subconscious', 'fbi', 'violence against women']",https://www.imdb.com//title/tt0209958/
Dawn of the Dead (2004) ,7.3,"Action, Horror            ","['mall', 'nurse', 'survival horror', 'mayhem', 'hideout']",https://www.imdb.com//title/tt0363547/
The Ritual (I) (2017) ,6.3,"Horror, Mystery, Thriller            ","['sweden', 'friendship between men', 'lost in the woods', 'dream', 'pagan']",https://www.imdb.com//title/tt5638642/
Tusk (I) (2014) ,5.3,"Comedy, Drama, Horror            ","['walrus', 'canada', 'search', 'deception', 'mansion']",https://www.imdb.com//title/tt3099498/
Jeepers Creepers (2001) ,6.2,"Horror, Mystery            ","['demon', 'record player', 'wings', 'breasts', 'eaten alive']",https://www.imdb.com//title/tt0263488/
Friday the 13th Part III (1982) ,5.7,"Horror, Thriller            ","['friday the thirteenth', 'impalement', 'murdered with a machete', 'psychopath', 'drive in classic']",https://www.imdb.com//title/tt0083972/
Texas Chainsaw 3D (2013) ,4.8,"Horror, Thriller            ","['cleavage', 'scantily clad female', 'topless female nudity', 'breasts', 'bare breasts']",https://www.imdb.com//title/tt1572315/
Rosemary's Baby (1968) ,8.0,"Drama, Horror            ","['satanism', 'coven', 'paranoia', 'incubus', '1960s']",https://www.imdb.com//title/tt0063522/
Escape Room (I) (2019) ,6.3,"Action, Adventure, Horror            ","['escape room', 'clue', 'teamwork', 'puzzle', 'code']",https://www.imdb.com//title/tt5886046/
Doctor Strange in the Multiverse of Madness (2022) ,None,"Action, Adventure, Fantasy            ","['marvel comics', 'second part', 'superhero', 'based on comic', 'sequel']",https://www.imdb.com//title/tt9419884/
Nurse 3-D (2013) ,4.5,"Horror, Thriller            ","['nurse', 'borderline personality disorder', 'femme fatale', 'sexy nurse', 'hospital']",https://www.imdb.com//title/tt1913166/
The Mist (2007) ,7.1,"Horror, Sci-Fi, Thriller            ","['survival horror', 'survival', 'religious fanatic', 'fog', 'giant insect']",https://www.imdb.com//title/tt0884328/
Lights Out (II) (2016) ,6.3,"Drama, Horror, Mystery            ","['switching lights on and off', 'mother daughter estrangement', 'woman in jeopardy', 'bedroom', 'young woman']",https://www.imdb.com//title/tt4786282/
10 Cloverfield Lane (2016) ,7.2,"Action, Drama, Horror            ","['bunker', 'kidnapping', 'alien', 'minimal cast', 'alien invasion']",https://www.imdb.com//title/tt1179933/
The Witches of Eastwick (1987) ,6.5,"Comedy, Fantasy, Horror            ","['divorced woman', 'male objectification', 'windstorm', 'verbose speech', '1980s']",https://www.imdb.com//title/tt0094332/
Creature from the Black Lagoon (1954) ,7.0,"Horror, Sci-Fi            ","['amazon', 'universal monsters', 'scientist', '1950s', 'cult film']",https://www.imdb.com//title/tt0046876/
3 from Hell (2019) ,5.5,Horror            ,"['female nudity', 'bare breasts', 'serial killer family', 'family of serial killers', '1980s']",https://www.imdb.com//title/tt8134742/
Happy Death Day (2017) ,6.6,"Horror, Mystery, Thriller            ","['stabbed to death', 'trapped in a time loop', 'time loop', 'slasher flick', 'parking garage']",https://www.imdb.com//title/tt5308322/
Climax (I) (2018) ,7.1,"Drama, Horror, Music            ","['gay', 'lsd', 'long take', 'sangria', 'little boy']",https://www.imdb.com//title/tt8359848/
The Call (VIII) (2020) ,7.3,Horror            ,[],https://www.imdb.com//title/tt12971924/
Brightburn (2019) ,6.1,"Drama, Horror, Mystery            ","['alien', 'superhero', 'one word title', 'gore', 'father son talk']",https://www.imdb.com//title/tt7752126/
31 (2016) ,5.1,"Horror, Thriller            ","['killer clown', 'clown', 'maniac', 'cruelty', 'chainsaw murder']",https://www.imdb.com//title/tt3835080/
Crimson Peak (2015) ,6.5,"Horror, Thriller            ","['incest', 'ghost', 'gothic', 'loss of mother', 'haunted mansion']",https://www.imdb.com//title/tt2554274/
Larry (2020) ,None,"Drama, Horror, Mystery            ",['based on short film'],https://www.imdb.com//title/tt8004664/
The Grudge (2020) ,4.3,"Horror, Mystery            ","['ghost', 'reboot', 'haunted house', 'remake', 'gore']",https://www.imdb.com//title/tt3612126/
Bride of Chucky (1998) ,5.4,"Comedy, Horror            ","['feather boa', 'ceiling mirror', 'mobile home', 'woman in a bubble bath', 'electrocuted in a bathtub']",https://www.imdb.com//title/tt0144120/
Scare Me (I) (2020) ,5.7,"Comedy, Horror            ","['power', 'pizza delivery man', 'pizza', 'cocaine', 'telling scary stories']",https://www.imdb.com//title/tt10126434/
Crawl (I) (2019) ,6.2,"Horror, Thriller            ","['storm', 'trapped', 'trapped in a house', 'hurricane', 'father daughter relationship']",https://www.imdb.com//title/tt8364368/
The Monster Squad (1987) ,7.1,"Action, Comedy, Fantasy            ","['horror for children', 'van helsing character', 'dracula character', 'product placement', 'gay slur']",https://www.imdb.com//title/tt0093560/
The Boy (2016) ,6.0,"Horror, Mystery, Thriller            ","['doll', 'nanny', 'england', 'suicide by drowning', 'loss of son']",https://www.imdb.com//title/tt3882082/
Annabelle Comes Home (2019) ,5.9,"Horror, Mystery, Thriller            ","['possessed doll', 'creepy doll', 'jump scare', 'teenage girl', 'babysitter']",https://www.imdb.com//title/tt8350360/
World War Z (2013) ,7.0,"Action, Adventure, Horror            ","['nova scotia', 'palestine', 'zombie', 'walled city', 'severed arm']",https://www.imdb.com//title/tt0816711/
House on Haunted Hill (1959) ,6.9,"Crime, Horror, Mystery            ","['acid', 'overnight in a haunted house', 'breaking the fourth wall', 'faked death', 'animate skeleton']",https://www.imdb.com//title/tt0051744/
Evil Dead II (1987) ,7.8,"Action, Comedy, Fantasy            ","['grindhouse film', 'panties', '1980s', 'cult film', 'backwoods']",https://www.imdb.com//title/tt0092991/
Martyrs (2008) ,7.1,Horror            ,"['survivor guilt', 'revenge', 'torture', 'graphic violence', 'friendship between women']",https://www.imdb.com//title/tt1029234/
The Neon Demon (2016) ,6.2,"Horror, Thriller            ","['model', 'lesbian', 'empty swimming pool', 'cannibalism', '16 year old']",https://www.imdb.com//title/tt1974419/
Pet Sematary (1989) ,6.6,"Fantasy, Horror, Thriller            ","['intentionally misspelled title', 'neighbor', 'indian burial ground', 'scalpel', 'ghost']",https://www.imdb.com//title/tt0098084/
Bone Tomahawk (2015) ,7.1,"Drama, Horror, Western            ","['rescue', 'ambush', 'wilderness', 'held captive', 'native american']",https://www.imdb.com//title/tt2494362/
Ghost Stories (I) (2017) ,6.4,"Drama, Horror            ","['violence', 'ghost', 'professor', 'based on play', 'anti semitism']",https://www.imdb.com//title/tt5516328/
Green Room (2015) ,7.0,"Horror, Music, Thriller            ","['neo nazi', 'skinhead', 'murder', 'punk band', 'fire extinguisher']",https://www.imdb.com//title/tt4062536/
Resident Evil: The Final Chapter (2016) ,5.5,"Action, Horror, Sci-Fi            ","['zombie', 'virus', 'washington d.c.', 'post apocalypse', 'sixth part']",https://www.imdb.com//title/tt2592614/
Synchronic (2019) ,6.6,"Drama, Horror, Sci-Fi            ","['time travel', 'female time traveler', 'male time traveller', 'time travelling dog', 'ice age']",https://www.imdb.com//title/tt9016974/
Death Becomes Her (1992) ,6.6,"Comedy, Fantasy, Horror            ","['egocentric woman', 'frenemy', 'betrayal', 'eternal life', 'rejuvenation']",https://www.imdb.com//title/tt0104070/
Friday the 13th Part VI: Jason Lives (1986) ,6.0,"Horror, Thriller            ","['brutality', 'sadism', 'serial teen murder', 'suspense', 'serial teen killer']",https://www.imdb.com//title/tt0091080/
We Summon the Darkness (2019) ,5.2,"Horror, Music, Thriller            ","['year 1988', 'heavy metal music', 'mullet haircut', 'road trip', 'metal music fan']",https://www.imdb.com//title/tt8058874/
The Dead Don't Die (2019) ,5.5,"Comedy, Fantasy, Horror            ","['everybody dies', 'giving up on life', 'compact disk', 'environmentalist message', 'police officer']",https://www.imdb.com//title/tt8695030/
The Final Destination (2009) ,5.2,"Action, Fantasy, Horror            ","['premonition', 'car crash', 'collapsing scaffold', 'tooth knocked out', 'overflowing bathtub']",https://www.imdb.com//title/tt1144884/
Creep (I) (2014) ,6.3,"Horror, Thriller            ","['stalking', 'stalker', 'found footage', 'psychopath', 'woods']",https://www.imdb.com//title/tt2428170/
Doom (2005) ,5.2,"Action, Horror, Sci-Fi            ","['survival', 'brother sister relationship', 'based on video game', 'monster', 'hell']",https://www.imdb.com//title/tt0419706/
Frankenstein (1994) ,6.4,"Drama, Horror, Romance            ","[""frankenstein's monster"", 'remake', 'elizabeth frankenstein character', 'doctor victor frankenstein character', 'head transplant']",https://www.imdb.com//title/tt0109836/
Slaughterhouse Rulez (2018) ,5.3,"Action, Comedy, Fantasy            ","['monster', 'party', 'school', 'teenager', 'sinkhole']",https://www.imdb.com//title/tt6905696/
A Nightmare on Elm Street 3: Dream Warriors (1987) ,6.6,"Fantasy, Horror            ","['serial killer', 'nightmare', 'dungeons and dragons', 'springwood ohio', 'mother daughter relationship']",https://www.imdb.com//title/tt0093629/
Pet Sematary (2019) ,5.7,"Horror, Mystery, Thriller            ","['horror movie remake', 'cat', 'based on book', 'indian burial ground', 'childhood flashback']",https://www.imdb.com//title/tt0837563/
The Owners (2020) ,4.7,"Action, Horror, Thriller            ","['burglary', 'robbery gone awry', 'trapped in a house', 'breaking and entering', 'attempted robbery']",https://www.imdb.com//title/tt9806370/
Annabelle (I) (2014) ,5.4,"Horror, Mystery, Thriller            ","['murder', 'suicide', 'self sacrifice', 'spin off', 'prequel']",https://www.imdb.com//title/tt3322940/
Last Night in Soho (2021) ,None,"Drama, Horror, Thriller            ",['1960s'],https://www.imdb.com//title/tt9639470/
